run,window,seq,query,mem_rss_mb,mem_delta_mb,cpu_user_ms,cpu_sys_ms,disk_read_kb,disk_write_kb
1,11,224,Q10,931.703125,0.0,1.1171,1.2385,0.0,0.0
1,11,225,Q5,931.703125,0.0,1.0484,1.1744,0.0,0.0
1,11,226,Q7,931.703125,0.0,1.0346,1.2381,0.0,0.0
1,11,227,Q5,931.703125,0.0,1.1076,1.1661,16.0,0.0
1,11,228,Q10,931.703125,0.0,1.2197,1.3437,0.0,0.0
1,11,229,Q5,931.703125,0.0,1.0749,1.1203,0.0,0.0
1,11,230,Q7,931.703125,0.0,0.9048,1.1505,0.0,0.0
1,11,231,Q7,931.703125,0.0,1.1012,1.1375,0.0,0.0
1,11,232,Q5,931.703125,0.0,1.1525,1.1791,0.0,44.0
1,11,233,Q10,931.703125,0.0,1.1276,1.1965,0.0,0.0
1,11,234,Q10,931.703125,0.0,1.0056,1.1967,0.0,0.0
1,11,235,Q5,931.703125,0.0,1.1192,1.1482,0.0,0.0
1,11,236,Q10,931.703125,0.0,1.1421,1.1762,0.0,0.0
1,11,237,Q3,931.703125,0.0,1.0056,1.1473,0.0,0.0
1,11,238,Q5,931.703125,0.0,1.0189,1.0183,0.0,0.0
1,11,239,Q10,931.703125,0.0,1.2403,1.3045,0.0,0.0
1,11,240,Q5,931.703125,0.0,1.094,1.1866,0.0,0.0
1,11,241,Q7,931.703125,0.0,0.7872,0.5368,444.0,0.0
1,11,242,Q10,931.703125,0.0,0.8649,0.6775,404.0,0.0
1,11,243,Q5,931.703125,0.0,1.0499,1.1372,0.0,0.0
1,11,244,Q7,931.703125,0.0,0.8645,0.8463,0.0,0.0
1,11,245,Q10,931.703125,0.0,1.1342,1.1966,0.0,0.0
1,11,246,Q10,931.703125,0.0,1.0716,1.2024,0.0,0.0
1,12,247,Q5,931.71875,0.0,1.0097,1.1076,0.0,0.0
1,12,248,Q5,931.71875,0.0,1.1053,1.1324,0.0,0.0
1,12,249,Q3,931.71875,0.0,0.9664,1.1723,0.0,0.0
1,12,250,Q3,931.71875,0.0,0.9147,0.9582,0.0,0.0
1,12,251,Q5,931.71875,0.0,1.1775,1.2773,0.0,0.0
1,12,252,Q7,931.71875,0.0,1.0355,1.0508,0.0,0.0
1,12,253,Q18,931.71875,0.0,0.7078,0.8525,8.0,0.0
1,12,254,Q18,931.71875,0.0,1.0419,1.1623,16.0,804.0
1,12,255,Q18,931.71875,0.0,0.7812,0.9012,9432.0,260.0
1,12,256,Q5,931.71875,0.0,0.8188,1.0469,16.0,0.0
1,12,257,Q3,931.71875,0.0,0.7149,0.8898,0.0,0.0
1,12,258,Q3,931.71875,0.0,0.9989,1.1325,0.0,0.0
1,12,259,Q7,931.71875,0.0,0.8879,1.1562,0.0,0.0
1,12,260,Q7,931.71875,0.0,1.1096,1.1631,0.0,0.0
1,12,261,Q10,931.71875,0.0,1.0033,1.1039,0.0,0.0
1,13,262,Q10,931.71875,0.0,0.9952,1.2829,0.0,664.0
1,13,263,Q3,931.71875,0.0,1.0149,1.1898,0.0,0.0
1,13,264,Q5,931.71875,0.0,0.9821,0.8554,0.0,0.0
1,13,265,Q3,931.71875,0.0,1.0013,1.134,0.0,0.0
1,13,266,Q10,931.71875,0.0,1.072,0.9598,0.0,0.0
1,13,267,Q10,931.71875,0.0,0.7651,0.8557,0.0,0.0
1,13,268,Q10,931.71875,0.0,0.9514,0.953,0.0,0.0
1,13,269,Q5,931.71875,0.0,1.0259,0.9689,0.0,0.0
1,13,270,Q10,931.71875,0.0,0.8146,0.8611,0.0,0.0
1,13,271,Q10,931.71875,0.0,0.8805,1.112,0.0,0.0
1,13,272,Q10,931.71875,0.0,0.875,1.2112,0.0,0.0
1,13,273,Q5,931.71875,0.0,1.1665,1.1672,0.0,0.0
1,13,274,Q10,931.71875,0.0,0.8819,1.1864,0.0,0.0
1,13,275,Q10,931.71875,0.0,0.9183,1.1776,0.0,0.0
1,13,276,Q3,931.71875,0.0,0.7507,0.9533,0.0,0.0
1,13,277,Q10,931.71875,0.0,1.0468,0.9376,0.0,0.0
1,13,278,Q10,931.71875,0.0,0.975,1.2013,0.0,0.0
1,13,279,Q3,931.71875,0.0,0.7282,0.9059,0.0,0.0
1,13,280,Q3,931.71875,0.0,0.8851,0.9697,0.0,0.0
1,13,281,Q5,931.71875,0.0,0.9144,1.1037,0.0,0.0
1,13,282,Q3,931.71875,0.0,0.8977,1.0193,0.0,0.0
1,13,283,Q5,931.71875,0.0,1.0819,1.2762,4.0,0.0
1,13,284,Q11,942.59375,10.875,7.4597,6.3191,0.0,0.0
1,13,285,Q10,376.328125,-566.2656,0.2714,14.2767,0.0,0.0
1,13,286,Q3,376.328125,0.0,0.9015,1.1233,0.0,0.0
1,13,287,Q10,376.328125,0.0,1.1551,1.2516,0.0,0.0
1,14,288,Q5,376.328125,0.0,0.9773,1.1796,0.0,0.0
1,14,289,Q5,376.328125,0.0,1.063,1.1432,0.0,0.0
1,14,290,Q10,376.328125,0.0,1.1461,1.1413,0.0,0.0
1,14,291,Q10,376.328125,0.0,1.2067,1.2806,0.0,0.0
1,14,292,Q10,376.328125,0.0,0.9901,1.0151,0.0,0.0
1,14,293,Q7,376.328125,0.0,1.0934,1.1476,0.0,0.0
1,14,294,Q5,376.328125,0.0,1.1119,1.1902,0.0,0.0
1,14,295,Q5,376.328125,0.0,1.0557,1.1422,0.0,0.0
1,14,296,Q7,376.328125,0.0,1.0938,1.2191,116.0,0.0
1,14,297,Q10,376.328125,0.0,1.1946,1.201,0.0,0.0
1,14,298,Q5,376.328125,0.0,0.9738,1.0631,0.0,0.0
1,14,299,Q10,376.328125,0.0,1.0877,1.0838,0.0,0.0
1,14,300,Q5,376.328125,0.0,1.0436,1.2152,0.0,0.0
1,14,301,Q10,376.328125,0.0,1.0669,1.0957,0.0,0.0
1,15,302,Q5,376.328125,0.0,0.7958,0.9977,0.0,0.0
1,15,303,Q10,376.328125,0.0,1.1853,1.2339,0.0,0.0
1,15,304,Q5,376.328125,0.0,1.1359,1.2029,0.0,0.0
1,15,305,Q10,376.328125,0.0,0.8978,1.0221,0.0,0.0
1,15,306,Q5,376.328125,0.0,0.9678,1.0741,0.0,0.0
1,15,307,Q17,376.328125,0.0,1.0194,1.262,0.0,8.0
1,15,308,Q10,376.328125,0.0,1.1063,1.1655,0.0,0.0
1,15,309,Q10,376.34375,0.0,1.0747,1.1268,0.0,0.0
1,15,310,Q10,376.34375,0.0,0.9382,1.1706,0.0,0.0
1,15,311,Q5,376.34375,0.0,1.0217,1.074,0.0,0.0
1,15,312,Q10,376.34375,0.0,0.9326,0.7386,0.0,0.0
1,15,313,Q10,376.34375,0.0,1.008,1.1382,0.0,0.0
1,15,314,Q5,376.34375,0.0,1.0029,1.1852,0.0,0.0
1,15,315,Q3,376.34375,0.0,1.0149,1.1905,0.0,0.0
1,15,316,Q10,376.34375,0.0,1.2303,1.2208,0.0,0.0
1,15,317,Q3,376.34375,0.0,0.9228,1.0141,0.0,0.0
1,15,318,Q5,376.34375,0.0,1.051,1.0563,0.0,16.0
1,15,319,Q5,376.34375,0.0,1.0554,1.1263,0.0,0.0
1,15,320,Q10,376.34375,0.0,1.0865,1.2001,0.0,0.0
1,15,321,Q5,376.34375,0.0,1.1203,1.2321,0.0,0.0
1,16,322,Q17,376.34375,0.0,1.0048,1.1629,0.0,0.0
1,16,323,Q17,376.34375,0.0,1.0074,0.9908,0.0,0.0
1,16,324,Q17,376.34375,0.0,0.9894,1.1111,0.0,0.0
1,16,325,Q17,376.34375,0.0,1.0239,1.1338,0.0,0.0
1,16,326,Q17,376.34375,0.0,1.0351,1.161,0.0,0.0
1,16,327,Q17,376.34375,0.0,1.056,1.1905,0.0,0.0
1,16,328,Q11,376.40625,0.0625,4.4444,1.1549,0.0,0.0
1,16,329,I_customer,376.453125,0.0469,0.2084,0.4474,0.0,16.0
1,16,330,Q11,376.453125,0.0,4.8475,1.2061,0.0,0.0
1,16,331,Q17,376.453125,0.0,0.9761,1.1763,0.0,104.0
1,16,332,Q17,376.453125,0.0,1.0066,1.1724,0.0,68.0
1,16,333,Q17,376.453125,0.0,1.0156,1.2205,0.0,0.0
1,16,334,Q17,376.453125,0.0,1.0415,1.1628,0.0,772.0
1,16,335,I_customer,376.453125,0.0,0.231,0.4957,0.0,16.0
1,16,336,Q11,376.46875,0.0156,3.8435,1.1116,0.0,32.0
1,17,337,Q18,376.46875,0.0,0.7237,0.7859,0.0,2620.0
1,17,338,I_customer,376.46875,0.0,0.3588,0.6571,0.0,16.0
1,17,339,Q11,376.46875,0.0,2.7342,0.9882,0.0,0.0
1,17,340,Q11,376.46875,0.0,3.8487,1.3662,0.0,0.0
1,17,341,Q11,376.46875,0.0,3.3453,1.0155,0.0,0.0
1,17,342,Q17,376.46875,0.0,0.6391,0.7621,0.0,0.0
1,17,343,Q11,376.46875,0.0,2.8517,1.0103,0.0,0.0
1,17,344,Q11,376.46875,0.0,3.6887,1.0609,0.0,0.0
1,17,345,Q11,376.46875,0.0,3.5171,0.9681,0.0,0.0
1,17,346,Q18,376.46875,0.0,1.0048,1.217,64.0,0.0
1,17,347,Q18,376.46875,0.0,0.8649,0.8812,0.0,48.0
1,17,348,Q18,376.46875,0.0,1.1379,1.2167,0.0,0.0
1,17,349,Q11,376.46875,0.0,4.1267,1.0653,0.0,0.0
1,17,350,Q11,376.46875,0.0,4.4632,1.0633,0.0,0.0
1,17,351,U_orders,377.078125,0.0,0.1961,0.3663,0.0,16.0
1,17,352,Q11,377.078125,0.0,3.4719,1.0931,0.0,0.0
1,17,353,Q17,377.078125,0.0,0.7849,0.9912,0.0,0.0
1,17,354,Q18,377.078125,0.0,1.0717,1.125,0.0,0.0
1,17,355,Q17,377.078125,0.0,0.8636,0.8377,0.0,0.0
1,17,356,Q17,377.078125,0.0,0.974,1.1601,0.0,0.0
1,17,357,Q17,377.078125,0.0,0.7553,0.8658,0.0,0.0
1,17,358,Q17,377.078125,0.0,1.0048,1.1841,0.0,0.0
1,18,359,Q17,377.078125,0.0,1.0327,1.1405,0.0,0.0
1,18,360,Q18,377.078125,0.0,1.0637,1.0365,0.0,0.0
1,18,361,Q18,377.078125,0.0,1.0962,1.1836,0.0,740.0
1,18,362,Q18,377.078125,0.0,0.912,1.0921,0.0,0.0
1,18,363,Q18,377.078125,0.0,1.0392,1.0705,0.0,724.0
1,18,364,Q18,377.078125,0.0,1.1169,1.2454,0.0,0.0
1,18,365,Q11,91.671875,-285.4062,2.4302,13.1068,0.0,0.0
1,18,366,U_customer,91.71875,0.0,0.0769,0.1216,0.0,16.0
1,18,367,Q11,91.734375,0.0156,2.2801,0.9364,0.0,0.0
1,18,368,Q11,91.75,0.0156,3.1596,1.0508,0.0,0.0
1,18,369,Q18,91.75,0.0,1.0595,1.0776,0.0,0.0
1,18,370,U_orders,91.75,0.0,0.3264,0.6245,0.0,16.0
