run,window,seq,query,mem_rss_mb,mem_delta_mb,cpu_user_ms,cpu_sys_ms,disk_read_kb,disk_write_kb
2,2,65,Q14,1109.71875,0.0,0.471,0.5586,0.0,0.0
2,2,66,Q12,1109.71875,0.0,0.9124,1.1978,0.0,0.0
2,2,67,Q12,1109.71875,0.0,0.8929,1.1692,0.0,0.0
2,3,68,Q12,1109.71875,0.0,0.8294,1.0798,0.0,0.0
2,3,69,Q14,1109.71875,0.0,0.6676,0.8961,0.0,0.0
2,3,70,Q14,1109.71875,0.0,0.7926,1.0542,0.0,0.0
2,3,71,Q14,1109.71875,0.0,0.6564,0.9732,0.0,0.0
2,3,72,Q1,1109.71875,0.0,0.9011,1.1278,536.0,468.0
2,3,73,Q1,1109.71875,0.0,0.7997,0.9065,0.0,196.0
2,3,74,Q1,1109.71875,0.0,0.8294,1.0536,0.0,0.0
2,3,75,Q14,1109.71875,0.0,0.6339,0.956,0.0,0.0
2,3,76,Q14,1109.71875,0.0,0.598,0.7734,0.0,0.0
2,3,77,Q14,1109.71875,0.0,0.5356,0.7218,0.0,0.0
2,3,78,Q14,1109.71875,0.0,0.5878,0.8727,0.0,0.0
2,3,79,Q1,1109.71875,0.0,0.7711,0.9347,0.0,0.0
2,3,80,Q1,1109.71875,0.0,0.8827,1.2028,16.0,0.0
2,3,81,Q1,1109.71875,0.0,0.7967,1.0252,0.0,0.0
2,3,82,Q6,1109.71875,0.0,0.727,1.1611,0.0,0.0
2,3,83,Q14,1109.71875,0.0,0.6093,0.9215,0.0,0.0
2,3,84,Q12,1109.71875,0.0,0.8172,1.0067,0.0,0.0
2,3,85,Q1,1109.71875,0.0,0.938,1.1956,0.0,0.0
2,3,86,Q1,1109.71875,0.0,0.7905,1.0062,0.0,0.0
2,3,87,Q14,1109.71875,0.0,0.5878,0.6956,0.0,0.0
2,3,88,Q1,1109.71875,0.0,0.7649,0.8901,0.0,0.0
2,3,89,Q1,1109.71875,0.0,0.726,1.0323,180.0,16.0
2,3,90,Q1,1109.71875,0.0,0.9001,1.1951,0.0,0.0
2,3,91,Q14,1109.71875,0.0,0.6861,0.9715,0.0,0.0
2,3,92,Q14,1109.71875,0.0,0.555,0.8896,0.0,0.0
2,3,93,Q1,1109.71875,0.0,0.77,0.9491,32.0,0.0
2,3,94,Q12,1109.71875,0.0,0.9349,1.27,0.0,0.0
2,3,95,Q1,1109.71875,0.0,0.7117,0.891,0.0,276.0
2,3,96,Q14,1109.71875,0.0,0.5427,0.6313,0.0,0.0
2,3,97,Q14,1109.71875,0.0,0.6042,0.7871,0.0,0.0
2,3,98,Q1,1109.71875,0.0,0.6574,0.8509,0.0,0.0
2,3,99,Q12,1109.71875,0.0,0.9042,1.1474,0.0,0.0
2,3,100,Q1,1109.71875,0.0,0.8643,1.1136,16.0,0.0
2,3,101,Q14,1109.71875,0.0,0.7434,0.9626,0.0,0.0
2,3,102,Q12,1109.71875,0.0,0.7936,1.0263,0.0,0.0
2,4,103,Q1,1109.71875,0.0,0.5601,0.7671,0.0,0.0
2,4,104,Q6,1109.71875,0.0,0.6513,0.8465,0.0,0.0
2,4,105,Q1,1109.71875,0.0,0.6195,0.7863,164.0,1048.0
2,4,106,Q6,1109.71875,0.0,0.598,0.9117,0.0,0.0
2,4,107,Q14,1109.71875,0.0,0.6349,0.725,0.0,0.0
2,4,108,Q14,1109.71875,0.0,0.3881,0.66,0.0,0.0
2,4,109,Q14,1109.71875,0.0,0.512,0.6107,0.0,0.0
2,4,110,Q6,1109.71875,0.0,0.6175,0.8815,0.0,0.0
2,4,111,Q1,1109.71875,0.0,0.8038,0.9601,0.0,4.0
2,4,112,Q12,1109.71875,0.0,0.811,0.953,0.0,0.0
2,4,113,Q6,1109.71875,0.0,0.6717,0.8881,0.0,0.0
2,4,114,Q14,1109.71875,0.0,0.6871,0.9971,0.0,0.0
2,4,115,Q6,1109.71875,0.0,0.7035,1.0833,0.0,0.0
2,4,116,Q6,1109.71875,0.0,0.5775,0.8796,0.0,0.0
2,5,117,Q6,1109.71875,0.0,0.6502,1.083,16.0,0.0
2,5,118,Q6,1109.71875,0.0,0.7772,1.1284,0.0,0.0
2,5,119,Q1,1109.71875,0.0,0.6932,0.88,0.0,0.0
2,5,120,Q12,1109.71875,0.0,0.81,0.9192,0.0,0.0
2,5,121,Q6,1109.71875,0.0,0.7803,1.1308,0.0,0.0
2,5,122,Q6,1109.71875,0.0,0.6308,0.9788,0.0,0.0
2,5,123,Q14,1109.71875,0.0,0.5448,0.6872,0.0,0.0
2,5,124,Q14,1109.71875,0.0,0.382,0.513,0.0,0.0
2,5,125,Q6,1109.71875,0.0,0.5724,0.71,0.0,0.0
2,5,126,Q6,1109.71875,0.0,0.7639,1.13,0.0,0.0
2,5,127,Q12,1109.71875,0.0,0.7383,0.8998,0.0,0.0
2,5,128,Q12,1109.71875,0.0,0.7393,1.1185,0.0,0.0
2,5,129,Q12,1109.71875,0.0,0.6994,1.0203,0.0,0.0
2,5,130,Q12,1109.71875,0.0,0.853,1.1523,0.0,0.0
2,5,131,Q6,1109.71875,0.0,0.642,0.8169,0.0,0.0
2,5,132,Q12,1109.71875,0.0,0.8858,1.2127,0.0,292.0
2,5,133,Q6,1109.71875,0.0,0.7055,1.1469,0.0,1632.0
2,5,134,Q12,1109.71875,0.0,0.8755,1.1921,0.0,0.0
2,5,135,Q6,1109.71875,0.0,0.7741,1.1352,0.0,0.0
2,5,136,Q6,1109.71875,0.0,0.6482,0.8932,0.0,0.0
2,6,137,Q14,1109.71875,0.0,0.556,0.7484,0.0,0.0
2,6,138,Q1,1109.71875,0.0,0.6687,0.7639,0.0,0.0
2,6,139,Q1,1109.71875,0.0,0.7885,1.1177,0.0,0.0
2,6,140,Q6,1109.71875,0.0,0.6359,0.7665,0.0,0.0
2,6,141,Q14,1109.71875,0.0,0.6441,0.7245,0.0,0.0
2,6,142,Q1,1109.71875,0.0,0.8223,1.0648,0.0,508.0
2,6,143,Q14,1109.71875,0.0,0.7414,0.9279,0.0,0.0
2,6,144,Q12,1109.71875,0.0,0.8243,1.0907,0.0,0.0
2,6,145,Q1,1109.71875,0.0,0.6523,0.7348,0.0,0.0
2,6,146,Q14,1109.71875,0.0,0.7946,1.1277,0.0,0.0
2,6,147,Q14,1109.71875,0.0,0.639,0.7183,0.0,0.0
2,6,148,Q6,1109.71875,0.0,0.681,0.9736,0.0,0.0
2,6,149,Q6,1109.71875,0.0,0.6124,0.8037,0.0,0.0
2,6,150,Q14,1109.71875,0.0,0.7158,0.9408,0.0,0.0
2,6,151,Q14,1109.71875,0.0,0.4577,0.5416,0.0,0.0
2,6,152,Q1,1109.71875,0.0,0.895,1.2038,164.0,0.0
2,6,153,Q1,1109.71875,0.0,0.9062,1.1647,0.0,496.0
2,6,154,Q14,1109.71875,0.0,0.6984,0.842,0.0,0.0
2,7,155,Q6,1109.71875,0.0,0.4782,0.6577,0.0,0.0
2,7,156,Q14,1109.71875,0.0,0.6943,1.0826,0.0,0.0
2,7,157,Q1,1109.71875,0.0,0.7875,0.9878,0.0,0.0
2,7,158,Q1,1109.71875,0.0,0.7291,1.024,64.0,1088.0
2,7,159,Q1,1109.71875,0.0,0.7332,0.874,8.0,52.0
2,7,160,Q12,1109.71875,0.0,0.8909,1.1709,0.0,0.0
2,7,161,Q6,1109.71875,0.0,0.6932,1.1156,0.0,0.0
2,7,162,Q12,1109.71875,0.0,0.8786,1.1803,0.0,0.0
2,7,163,Q3,1109.71875,0.0,1.0711,1.2845,0.0,0.0
2,7,164,Q1,1109.71875,0.0,0.9073,1.218,0.0,0.0
2,7,165,Q1,1109.71875,0.0,0.809,1.0732,0.0,0.0
2,7,166,Q6,1109.71875,0.0,0.7793,1.131,0.0,0.0
2,7,167,Q12,1109.71875,0.0,0.9226,1.1585,0.0,0.0
2,7,168,Q14,1109.71875,0.0,0.769,1.0888,0.0,0.0
2,7,169,Q6,1109.71875,0.0,0.7578,1.1226,0.0,0.0
2,7,170,Q1,1109.71875,0.0,0.8796,1.1133,0.0,0.0
2,7,171,Q12,1109.71875,0.0,0.938,1.1365,0.0,0.0
2,7,172,Q6,1109.71875,0.0,0.77,1.1651,0.0,0.0
2,7,173,Q12,1109.71875,0.0,0.7793,1.0552,0.0,0.0
2,7,174,Q12,1109.71875,0.0,0.7516,1.0509,0.0,0.0
2,7,175,Q6,1109.71875,0.0,0.6359,0.8703,0.0,0.0
2,7,176,Q6,1109.71875,0.0,0.6103,0.8996,164.0,0.0
2,7,177,Q1,1109.71875,0.0,0.809,1.1233,0.0,0.0
2,7,178,Q1,1109.71875,0.0,0.8274,1.1331,0.0,0.0
2,8,179,Q10,1109.71875,0.0,0.7967,0.9597,0.0,0.0
2,8,180,Q5,1109.71875,0.0,1.11,1.1958,0.0,0.0
2,8,181,Q7,1109.71875,0.0,0.9943,0.9091,0.0,0.0
2,8,182,Q10,1109.71875,0.0,0.6881,0.799,0.0,0.0
2,8,183,Q10,1109.71875,0.0,1.0844,1.0378,0.0,0.0
2,8,184,Q7,1109.71875,0.0,0.9923,0.8653,0.0,0.0
2,8,185,Q7,1109.71875,0.0,0.9103,0.8097,0.0,0.0
2,8,186,Q10,1109.71875,0.0,1.0455,0.962,0.0,0.0
2,8,187,Q5,1109.71875,0.0,1.0271,0.9997,0.0,0.0
2,8,188,Q5,1109.71875,0.0,0.9308,0.8082,0.0,0.0
2,8,189,Q7,1109.71875,0.0,1.0045,0.897,0.0,580.0
2,8,190,Q7,1109.71875,0.0,0.9073,1.1295,0.0,0.0
2,8,191,Q3,1109.71875,0.0,0.8909,0.8806,0.0,0.0
2,8,192,Q10,1109.71875,0.0,1.1848,1.271,0.0,0.0
2,8,193,Q7,1109.71875,0.0,0.8622,1.1105,0.0,0.0
2,8,194,Q7,1109.71875,0.0,1.15,1.1379,0.0,0.0
2,8,195,Q5,1109.71875,0.0,0.8202,0.9505,0.0,0.0
2,8,196,Q7,1109.71875,0.0,1.1305,1.2134,0.0,0.0
2,8,197,Q5,1109.71875,0.0,0.8151,0.8556,0.0,0.0
2,8,198,Q7,1109.71875,0.0,0.8059,0.9011,0.0,0.0
2,9,199,Q3,1109.71875,0.0,0.8438,1.0033,0.0,0.0
2,9,200,Q7,1109.71875,0.0,0.9871,0.8758,0.0,0.0
2,9,201,Q5,1109.71875,0.0,1.1796,1.0703,1904.0,2040.0
2,9,202,Q7,1109.71875,0.0,0.852,0.9882,0.0,0.0
2,9,203,Q3,1109.71875,0.0,0.9472,1.055,0.0,0.0
2,9,204,Q7,1109.71875,0.0,0.9851,0.8335,16.0,8.0
2,9,205,Q10,1109.71875,0.0,1.11,1.3012,0.0,0.0
2,9,206,Q5,1109.71875,0.0,1.0179,1.0071,0.0,0.0
2,9,207,Q7,1109.71875,0.0,0.8663,0.9725,0.0,0.0
2,9,208,Q3,1109.71875,0.0,0.8684,1.1999,0.0,0.0
2,9,209,Q7,1109.71875,0.0,0.982,0.9549,0.0,0.0
2,9,210,Q5,1109.71875,0.0,0.9718,0.8745,0.0,0.0
2,9,211,Q18,1109.71875,0.0,0.9093,1.0688,0.0,0.0
2,9,212,Q5,1109.71875,0.0,1.0404,0.981,0.0,4.0
2,9,213,Q5,1109.71875,0.0,1.0537,1.0542,0.0,0.0
2,9,214,Q3,1109.71875,0.0,0.9923,1.1238,0.0,0.0
2,9,215,Q3,1109.71875,0.0,0.9226,1.0673,0.0,0.0
2,9,216,Q7,1109.71875,0.0,0.9431,1.0079,0.0,0.0
2,9,217,Q3,1109.71875,0.0,1.0895,1.2383,0.0,0.0
2,9,218,Q3,1109.71875,0.0,1.0271,1.0604,0.0,0.0
2,10,219,Q5,1109.71875,0.0,1.1008,1.1249,0.0,0.0
2,10,220,Q5,1109.71875,0.0,0.9196,0.7793,0.0,0.0
2,10,221,Q18,1109.71875,0.0,1.1295,1.0819,0.0,0.0
2,10,222,Q5,1109.71875,0.0,1.109,1.1136,0.0,0.0
2,10,223,Q5,1109.71875,0.0,1.0783,1.1313,0.0,276.0
2,10,224,Q18,1109.71875,0.0,1.1868,1.2319,0.0,0.0
2,10,225,Q5,1109.71875,0.0,0.8438,1.1648,0.0,0.0
2,10,226,Q1,1109.71875,0.0,0.8038,0.9244,16.0,36.0
2,10,227,Q5,1109.71875,0.0,0.9861,0.8794,0.0,0.0
2,10,228,Q5,1109.71875,0.0,1.0506,0.9812,0.0,0.0
2,10,229,Q7,1109.71875,0.0,1.0476,0.9999,0.0,0.0
2,10,230,Q5,1109.71875,0.0,0.9083,0.777,0.0,0.0
2,10,231,Q5,1109.71875,0.0,1.1438,1.1717,0.0,0.0
2,10,232,Q5,1109.71875,0.0,1.1192,1.1786,0.0,0.0
2,10,233,Q5,1109.71875,0.0,0.7875,0.8934,0.0,0.0
2,10,234,Q5,1109.71875,0.0,0.7516,0.8023,0.0,0.0
2,10,235,Q7,1109.71875,0.0,0.9759,0.908,0.0,0.0
2,11,236,Q3,1109.71875,0.0,0.7506,0.9178,0.0,56.0
2,11,237,Q7,1109.71875,0.0,1.0906,1.2378,32.0,120.0
2,11,238,Q10,1109.71875,0.0,0.8325,0.6228,16.0,72.0
2,11,239,Q5,1109.71875,0.0,1.0906,1.119,0.0,32.0
2,11,240,Q7,1109.71875,0.0,1.065,1.0988,0.0,16.0
2,11,241,Q5,1109.71875,0.0,1.1059,1.2232,0.0,16.0
2,11,242,Q3,1109.71875,0.0,1.0496,1.2239,0.0,0.0
2,11,243,Q5,1109.71875,0.0,1.0895,1.1981,0.0,16.0
2,11,244,Q3,1109.71875,0.0,0.9902,1.1535,0.0,0.0
2,11,245,Q5,1109.71875,0.0,1.15,1.1932,0.0,16.0
2,11,246,Q3,1109.71875,0.0,1.0199,1.2344,0.0,0.0
2,11,247,Q5,1109.71875,0.0,1.1643,1.1648,0.0,0.0
2,11,248,Q10,1109.71875,0.0,1.1284,1.1638,0.0,16.0
2,11,249,Q3,1109.71875,0.0,0.9851,1.1809,0.0,0.0
2,11,250,Q17,1109.71875,0.0,1.0271,1.2498,32.0,48.0
2,11,251,Q10,1109.71875,0.0,1.2503,1.2137,0.0,0.0
2,11,252,Q10,1109.71875,0.0,0.8489,0.8596,16.0,152.0
2,11,253,Q3,1109.71875,0.0,0.9636,0.9377,0.0,0.0
2,11,254,Q3,1109.71875,0.0,0.8223,0.7734,16.0,48.0
2,11,255,Q10,1109.71875,0.0,1.2206,1.0921,0.0,0.0
2,11,256,Q7,1109.71875,0.0,0.983,1.132,16.0,128.0
2,11,257,Q10,1109.71875,0.0,0.7741,0.9728,16.0,144.0
2,11,258,Q3,1109.71875,0.0,0.8305,1.1889,0.0,88.0
2,11,259,Q3,1109.71875,0.0,0.9513,1.0063,0.0,0.0
2,11,260,Q10,1109.71875,0.0,0.7117,0.7864,0.0,0.0
2,12,261,Q17,1109.71875,0.0,1.0537,1.0752,0.0,80.0
2,12,262,Q3,1109.71875,0.0,0.8151,0.7552,16.0,160.0
2,12,263,Q3,1109.71875,0.0,0.9626,1.0806,0.0,0.0
2,12,264,Q10,1109.71875,0.0,1.1674,1.1369,16.0,160.0
2,12,265,Q3,1109.71875,0.0,0.8694,1.1507,0.0,0.0
2,12,266,Q5,1109.734375,0.0156,1.2298,1.2716,0.0,0.0
2,12,267,Q5,1109.734375,0.0,1.1254,1.0406,0.0,0.0
2,12,268,Q10,1109.734375,0.0,1.2186,1.2462,0.0,160.0
2,12,269,Q7,1109.734375,0.0,0.8673,1.2178,0.0,144.0
2,12,270,Q3,1109.734375,0.0,0.8755,0.9556,0.0,0.0
2,12,271,Q10,1109.734375,0.0,1.1868,1.1889,16.0,144.0
2,12,272,Q3,1109.734375,0.0,1.024,1.0534,0.0,0.0
2,12,273,Q3,1109.734375,0.0,0.9738,1.1318,16.0,160.0
2,12,274,Q7,1109.734375,0.0,1.068,1.1891,0.0,160.0
2,12,275,Q5,1109.734375,0.0,1.0199,0.8753,0.0,0.0
2,12,276,Q17,1109.734375,0.0,0.9165,0.8205,16.0,188.0
2,12,277,Q7,1109.734375,0.0,1.0926,1.225,32.0,248.0
2,12,278,Q7,1109.734375,0.0,0.9226,0.855,0.0,0.0
2,12,279,Q17,1109.734375,0.0,0.8888,0.8433,0.0,16.0
2,12,280,Q7,1109.734375,0.0,1.0486,0.951,0.0,0.0
2,12,281,Q7,1109.734375,0.0,0.8223,0.7982,0.0,1756.0
2,12,282,Q10,1109.734375,0.0,0.9902,1.1082,0.0,0.0
2,12,283,Q17,1109.734375,0.0,0.6697,0.7734,16.0,32.0
2,12,284,Q7,1109.734375,0.0,0.7885,0.9626,0.0,0.0
2,12,285,Q17,1109.734375,0.0,0.9656,0.9574,0.0,0.0
2,12,286,Q3,1109.734375,0.0,1.0322,1.1919,0.0,0.0
2,12,287,Q5,1109.734375,0.0,0.7772,0.905,0.0,0.0
2,12,288,Q10,1109.734375,0.0,0.7782,0.9907,0.0,0.0
2,12,289,Q3,1109.734375,0.0,0.8387,1.1418,0.0,0.0
2,12,290,Q10,1109.734375,0.0,1.0465,1.024,0.0,0.0
2,13,291,Q3,978.84375,0.0,0.4567,0.6172,0.0,0.0
2,13,292,Q5,978.84375,0.0,1.1336,1.1912,0.0,0.0
2,13,293,Q5,978.84375,0.0,1.1315,1.1338,0.0,0.0
2,13,294,Q7,978.84375,0.0,1.1469,1.1643,0.0,0.0
2,13,295,Q3,978.84375,0.0,1.0066,1.1515,0.0,0.0
2,13,296,Q7,978.84375,0.0,1.067,1.1369,0.0,0.0
2,13,297,Q5,978.84375,0.0,1.1213,1.1668,0.0,0.0
2,13,298,Q3,978.84375,0.0,0.895,0.9062,0.0,0.0
2,13,299,Q3,978.84375,0.0,1.0025,1.1067,0.0,0.0
2,13,300,Q3,978.84375,0.0,1.0209,1.1599,0.0,0.0
2,13,301,Q7,978.84375,0.0,1.0834,1.1561,0.0,0.0
2,13,302,Q3,978.84375,0.0,0.9923,1.1807,0.0,0.0
2,13,303,Q7,978.84375,0.0,1.0813,1.1034,0.0,0.0
2,13,304,Q5,978.84375,0.0,0.852,0.7447,0.0,0.0
2,13,305,Q7,978.84375,0.0,1.0445,1.1484,0.0,0.0
2,13,306,Q7,978.84375,0.0,1.0701,1.079,0.0,0.0
2,14,307,Q5,978.84375,0.0,0.9318,1.1645,0.0,0.0
2,14,308,Q17,978.84375,0.0,1.0414,1.1896,0.0,0.0
2,14,309,Q14,978.84375,0.0,0.6932,0.9434,0.0,0.0
2,14,310,Q10,978.84375,0.0,1.2012,1.2723,0.0,0.0
2,14,311,Q17,978.84375,0.0,0.7434,1.036,0.0,0.0
2,14,312,Q10,978.84375,0.0,1.1735,1.1492,0.0,0.0
2,14,313,Q5,978.84375,0.0,0.9288,0.8333,0.0,0.0
2,14,314,Q3,978.84375,0.0,0.9871,1.0867,0.0,0.0
2,14,315,Q3,978.84375,0.0,0.981,1.1679,0.0,0.0
2,14,316,Q10,978.84375,0.0,1.1827,1.2634,0.0,0.0
2,14,317,Q17,978.84375,0.0,0.7813,1.0176,0.0,104.0
2,14,318,Q3,978.84375,0.0,0.9718,1.1141,0.0,0.0
2,14,319,Q10,978.84375,0.0,1.1254,1.0962,0.0,0.0
2,14,320,Q10,978.84375,0.0,1.2063,1.2869,0.0,0.0
2,14,321,Q7,978.84375,0.0,1.0783,1.1932,0.0,0.0
2,14,322,Q3,978.84375,0.0,1.0476,1.2237,0.0,0.0
2,14,323,Q10,978.84375,0.0,1.1397,1.1996,0.0,0.0
2,14,324,Q10,978.84375,0.0,1.1612,1.1533,0.0,0.0
2,14,325,Q10,978.84375,0.0,1.0947,1.1054,0.0,0.0
2,14,326,Q10,978.84375,0.0,1.0568,1.0199,0.0,0.0
2,14,327,Q7,978.84375,0.0,0.939,0.9014,0.0,0.0
2,14,328,Q10,978.84375,0.0,1.1428,1.2398,0.0,0.0
2,15,329,Q7,978.84375,0.0,1.0834,1.1305,0.0,0.0
2,15,330,Q10,978.84375,0.0,0.9871,0.919,0.0,184.0
2,15,331,Q5,978.84375,0.0,1.0875,1.111,0.0,0.0
2,15,332,Q7,978.84375,0.0,1.0967,1.1233,0.0,0.0
2,15,333,Q7,978.84375,0.0,0.9482,0.7647,0.0,0.0
2,15,334,Q18,978.84375,0.0,1.0363,0.9597,0.0,0.0
2,15,335,Q10,978.84375,0.0,0.6984,0.7421,0.0,0.0
2,15,336,Q7,978.84375,0.0,1.0189,1.175,0.0,0.0
2,15,337,Q10,978.84375,0.0,0.8274,1.1054,356.0,0.0
2,15,338,Q10,978.84375,0.0,1.1274,1.0191,0.0,0.0
2,15,339,Q5,978.84375,0.0,1.0721,1.0396,0.0,0.0
2,15,340,Q10,978.84375,0.0,0.937,1.2065,0.0,0.0
2,15,341,Q7,978.84375,0.0,1.0854,1.1052,0.0,0.0
2,15,342,Q10,978.84375,0.0,0.939,1.1768,0.0,0.0
2,15,343,Q7,978.84375,0.0,0.8765,1.0995,0.0,0.0
2,15,344,Q7,978.84375,0.0,0.7311,0.8817,0.0,0.0
2,15,345,Q7,978.84375,0.0,0.766,0.8758,0.0,0.0
2,15,346,Q7,978.84375,0.0,1.0066,0.9564,0.0,0.0
2,15,347,Q10,978.84375,0.0,1.0977,1.0432,0.0,0.0
2,15,348,Q7,978.84375,0.0,1.0189,1.0588,0.0,0.0
2,15,349,Q5,978.84375,0.0,0.98,0.9841,0.0,0.0
2,15,350,Q10,978.84375,0.0,0.7096,0.8123,0.0,0.0
2,15,351,Q10,978.84375,0.0,1.1244,1.0644,0.0,0.0
2,16,352,Q11,978.84375,0.0,3.7612,1.2173,0.0,0.0
2,16,353,Q11,978.84375,0.0,3.5942,1.0929,0.0,0.0
2,16,354,Q18,978.84375,0.0,1.0609,1.119,0.0,0.0
2,16,355,Q18,978.84375,0.0,1.108,1.2301,0.0,16.0
2,16,356,Q11,978.84375,0.0,5.1395,0.9923,0.0,0.0
2,16,357,Q11,978.84375,0.0,4.7329,1.0516,0.0,0.0
2,16,358,Q18,978.84375,0.0,1.1151,1.2534,0.0,0.0
2,16,359,Q17,978.84375,0.0,0.8417,0.7301,0.0,68.0
2,16,360,Q17,978.84375,0.0,0.8817,0.8891,0.0,0.0
2,16,361,Q11,978.84375,0.0,2.7187,1.09,0.0,0.0
2,16,362,Q11,978.84375,0.0,4.3878,1.0086,0.0,0.0
2,16,363,Q11,978.84375,0.0,4.0397,0.8832,0.0,0.0
2,16,364,Q11,978.84375,0.0,4.735,0.9769,0.0,0.0
2,16,365,Q11,978.84375,0.0,3.5318,1.1461,0.0,0.0
2,17,366,Q18,978.84375,0.0,0.9994,0.993,0.0,8.0
2,17,367,Q18,978.84375,0.0,1.0435,1.1305,0.0,40.0
2,17,368,Q11,978.84375,0.0,4.565,1.0931,0.0,0.0
